      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.01920     -0.04436     -0.00268     -0.02113      0.07027     -0.02591      0.68381
      0.02000     -0.03967     -0.00789     -0.02488      0.06235     -0.02268      0.96595
      0.01920     -0.03341     -0.01157     -0.02524      0.05314     -0.01973      0.59327
      0.01960     -0.02715     -0.01739     -0.02851      0.04319     -0.01604      0.63989
      0.01994     -0.02246     -0.02168     -0.03133      0.03528     -0.01281      0.89960
      0.01994     -0.01777     -0.02536     -0.03336      0.02754     -0.00977      1.05618
      0.01994     -0.01151     -0.03057     -0.03545      0.01815     -0.00664      0.80906
      0.01920     -0.00526     -0.03425     -0.03618      0.00858     -0.00332      0.62096
      0.01999     -0.00056     -0.03946     -0.03991      0.00068     -0.00012      0.89007
      0.02000     -0.00056     -0.03824     -0.04240     -0.00304      0.00360      2.73271
      0.02000     -0.00056     -0.03701     -0.04485     -0.00671      0.00728      4.55630
      0.02000     -0.00056     -0.03609     -0.04669     -0.00947      0.01004      5.92399
      0.02000     -0.00056     -0.03486     -0.04914     -0.01315      0.01371      7.74758
      0.02000     -0.00056     -0.03394     -0.05098     -0.01591      0.01647      9.11527
      0.02000     -0.00056     -0.03303     -0.05282     -0.01867      0.01923     10.48296
      0.02000     -0.00056     -0.03180     -0.05527     -0.02235      0.02291     12.30654
      0.02000     -0.00056     -0.03088     -0.05711     -0.02511      0.02567     13.67423
      0.02000     -0.00056     -0.02965     -0.05957     -0.02878      0.02935     15.49782
      0.02000     -0.00056     -0.02873     -0.06140     -0.03154      0.03211     16.86551
      0.02000     -0.00056     -0.02751     -0.06386     -0.03522      0.03579     18.68910
      0.02000     -0.00056     -0.02659     -0.06570     -0.03798      0.03854     20.05679
      0.02000     -0.00056     -0.02536     -0.06815     -0.04166      0.04222     21.88037
      0.02000     -0.00056     -0.02444     -0.06999     -0.04442      0.04498     23.24806
      0.02000     -0.00056     -0.02322     -0.07244     -0.04810      0.04866     25.07165
      0.02000     -0.00056     -0.02230     -0.07428     -0.05085      0.05142     26.43934
      0.02000     -0.00056     -0.02107     -0.07673     -0.05453      0.05510     28.26293
      0.02000     -0.00056     -0.02015     -0.07857     -0.05729      0.05786     29.63062
      0.02000     -0.00056     -0.01892     -0.08102     -0.06097      0.06153     31.45420
      0.02000     -0.00056     -0.01801     -0.08286     -0.06373      0.06429     32.82189
      0.02000     -0.00056     -0.01678     -0.08531     -0.06741      0.06797     34.64548
      0.02000     -0.00056     -0.01586     -0.08715     -0.07017      0.07073     36.01317
      0.02000     -0.00056     -0.01463     -0.08961     -0.07384      0.07441     37.83675
      0.02000     -0.00056     -0.01371     -0.09144     -0.07660      0.07717     39.20444
      0.02000     -0.00056     -0.01249     -0.09390     -0.08028      0.08085     41.02803
      0.02000     -0.00056     -0.01157     -0.09574     -0.08304      0.08360     42.39572
      0.02000     -0.00056     -0.01034     -0.09819     -0.08672      0.08728     44.21931
      0.02000     -0.00056     -0.00942     -0.10003     -0.08948      0.09004     45.58700
      0.02000     -0.00056     -0.00850     -0.10187     -0.09224      0.09280     46.95469
      0.02000     -0.00056     -0.00728     -0.10432     -0.09591      0.09648     48.77827
      0.02000     -0.00056     -0.00636     -0.10616     -0.09867      0.09924     50.14596
      0.02000     -0.00056     -0.00513     -0.10861     -0.10235      0.10292     51.96955
      0.02000     -0.00056     -0.00421     -0.11045     -0.10511      0.10567     53.33724
      0.02000     -0.00056     -0.00298     -0.11290     -0.10879      0.10935     55.16083
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
