      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.01999     -0.00056     -0.03946     -0.03991      0.00068     -0.00012      0.89007
      0.02000     -0.00213     -0.03793     -0.03988      0.00230     -0.00017      1.31282
      0.02000     -0.00369     -0.03670     -0.03921      0.00488     -0.00119      1.26063
      0.02000     -0.00526     -0.03548     -0.03853      0.00746     -0.00220      1.20842
      0.02000     -0.00682     -0.03425     -0.03786      0.01004     -0.00322      1.15619
      0.02000     -0.00838     -0.03303     -0.03718      0.01261     -0.00423      1.10386
      0.02000     -0.00995     -0.03180     -0.03650      0.01519     -0.00524      1.05126
      0.02000     -0.01151     -0.03057     -0.03582      0.01777     -0.00626      0.99776
      0.02000     -0.01308     -0.02935     -0.03515      0.02035     -0.00727      0.94557
      0.02000     -0.01464     -0.02812     -0.03446      0.02294     -0.00830      0.88925
      0.01998     -0.01621     -0.02689     -0.03368      0.02562     -0.00942      0.78281
      0.02000     -0.01777     -0.02536     -0.03374      0.02716     -0.00939      1.24678
      0.02000     -0.01933     -0.02414     -0.03306      0.02974     -0.01041      1.19458
      0.02000     -0.02090     -0.02291     -0.03239      0.03232     -0.01142      1.14234
      0.02000     -0.02246     -0.02168     -0.03171      0.03490     -0.01244      1.09002
      0.02000     -0.02403     -0.02046     -0.03103      0.03748     -0.01345      1.03741
      0.02000     -0.02559     -0.01923     -0.03035      0.04006     -0.01447      0.98391
      0.02000     -0.02715     -0.01801     -0.02967      0.04264     -0.01549      0.92760
      0.01999     -0.02872     -0.01678     -0.02897      0.04525     -0.01653      0.86237
      0.02000     -0.03028     -0.01525     -0.02894      0.04687     -0.01658      1.28513
      0.02000     -0.03185     -0.01402     -0.02827      0.04944     -0.01760      1.23292
      0.02000     -0.03341     -0.01279     -0.02759      0.05202     -0.01861      1.18069
      0.02000     -0.03497     -0.01157     -0.02692      0.05460     -0.01963      1.12836
      0.02000     -0.03654     -0.01034     -0.02624      0.05718     -0.02064      1.07576
      0.02000     -0.03810     -0.00912     -0.02556      0.05976     -0.02166      1.02226
      0.02000     -0.03967     -0.00789     -0.02488      0.06235     -0.02268      0.96595
      0.01999     -0.04123     -0.00666     -0.02417      0.06495     -0.02372      0.90072
      0.02000     -0.04279     -0.00513     -0.02415      0.06657     -0.02378      1.32348
      0.02000     -0.04436     -0.00390     -0.02347      0.06915     -0.02479      1.27127
      0.02000     -0.04592     -0.00268     -0.02280      0.07173     -0.02580      1.21903
      0.02000     -0.04749     -0.00145     -0.02212      0.07431     -0.02682      1.16671
      0.02000     -0.04905     -0.00023     -0.02144      0.07688     -0.02783      1.11410
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000
