      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00084     -0.11719     -0.11523      0.11579     58.35210
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00115     -0.11658     -0.11431      0.11487     57.89621
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00145     -0.11597     -0.11339      0.11395     57.44031
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00176     -0.11535     -0.11247      0.11303     56.98441
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00207     -0.11474     -0.11155      0.11211     56.52852
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00237     -0.11413     -0.11063      0.11119     56.07262
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
      0.02000     -0.00056     -0.00268     -0.11352     -0.10971      0.11027     55.61672
